sample	ST	NewST	Contamination	arcc	aroe	glpf	gmk	pta	tpi	yqil	CC	ref	collection
ERR1040809	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040810	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040811	22~	Unknown	NA	7	6	1	U	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040812	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040813		Unknown	NA	U	U	U	U	U	U	U	ND	ND	auguet2016
ERR1040814	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040815	772		NA	1	1	1	1	22	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	auguet2016
ERR1040816	97~	Unknown	NA	3	1	1	U	1	5	3	97	NoCloseReference	auguet2016
ERR1040817	1		NA	1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	auguet2016
ERR1040818	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	auguet2016
ERR1040819	2269~	Unknown	NA	U	163~	488~	U	243~	250~	U	ND	ND	auguet2016
ERR1040820	834		NA	3	124	1	1	1	1	40	9	NoCloseReference	auguet2016
ERR1040821	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040822	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040823	22~	Novel ST	NA	7	6	1	5	8	8	362	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040824	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040825	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040826	97		NA	3	1	1	1	1	5	3	97	NoCloseReference	auguet2016
ERR1040827	22~	Novel ST	NA	7	6	1	5	8	8	362	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040828	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	auguet2016
ERR1040829	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040830	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040831	36		NA	2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	auguet2016
ERR1040832	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040833	2668~	Unknown	NA	U	118~	543~	U	233	99	U	ND	ND	auguet2016
ERR1040834	97		NA	3	1	1	1	1	5	3	97	NoCloseReference	auguet2016
ERR1040835	22~	Unknown	NA	7	588~	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040836	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	auguet2016
ERR1040837	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040838	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	auguet2016
ERR1040839	1207		NA	1	3	164	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	auguet2016
ERR1040840	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040841	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040842	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040843	1~	Unknown	NA	1	730~	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	auguet2016
ERR1040844	59		NA	19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	auguet2016
ERR1040845	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	auguet2016
ERR1040846	8~	Unknown	NA	3	3	205~	1	4	U	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	auguet2016
ERR1040847	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040848	5~	Novel ST	NA	1	4	387	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	auguet2016
ERR1040849	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040850	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	auguet2016
ERR1040851	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	auguet2016
ERR1040852	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040853	97		NA	3	1	1	1	1	5	3	97	NoCloseReference	auguet2016
ERR1040854	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040855	72		NA	1	4	1	8	4	4	3	72	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC72_CN1.fa 	auguet2016
ERR1040856	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040857	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	auguet2016
ERR1040858	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	auguet2016
ERR1040859	94		NA	3	3	1	1	4	4	45	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	auguet2016
ERR1040860	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040861	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040862	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040863	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040864	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040865	36		NA	2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	auguet2016
ERR1040866	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040867	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040868	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040869	80		NA	1	3	1	14	11	51	10	80	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC80_11819-97.fa	auguet2016
ERR1040870	241		NA	2	3	1	1	4	4	30	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	auguet2016
ERR1040871	1		NA	1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	auguet2016
ERR1040872	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040873	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040874	737		NA	7	6	1	70	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040875	36		NA	2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	auguet2016
ERR1040876	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040877	1		NA	1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	auguet2016
ERR1040878	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040879	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040880	101		NA	3	1	14	15	11	19	3	101	NoCloseReference	auguet2016
ERR1040881	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	auguet2016
ERR1040882	36		NA	2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	auguet2016
ERR1040883	1		NA	1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	auguet2016
ERR1040884	1		NA	1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	auguet2016
ERR1040885	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040886	59		NA	19	23	15	2	19	20	15	59	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC59_M013.fa	auguet2016
ERR1040887	22~	Unknown	NA	7	U	1	U	581~	U	6	ND	ND	auguet2016
ERR1040888	5		NA	1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	auguet2016
ERR1040889	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040890	5~	Novel ST	NA	1	4	1	4	12	8	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	auguet2016
ERR1040891	5		NA	1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	auguet2016
ERR1040892	97		NA	3	1	1	1	1	5	3	97	NoCloseReference	auguet2016
ERR1040893	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	auguet2016
ERR1040894	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040895	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040896	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040897	22~	Unknown	NA	7	6	1	5	8	U	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040898	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	auguet2016
ERR1040899	80		NA	1	3	1	14	11	51	10	80	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC80_11819-97.fa	auguet2016
ERR1040900	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040901	72		NA	1	4	1	8	4	4	3	72	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC72_CN1.fa 	auguet2016
ERR1040902	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040903	88		NA	22	1	14	23	12	4	31	88	NoCloseReference	auguet2016
ERR1040904	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	auguet2016
ERR1040905	1~	Unknown	NA	1	U	1	1	1	1	U	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	auguet2016
ERR1040906	72		NA	1	4	1	8	4	4	3	72	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC72_CN1.fa 	auguet2016
ERR1040907	36		NA	2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	auguet2016
ERR1040908	22~	Unknown	NA	7	U	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040909	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	auguet2016
ERR1040910	1207		NA	1	3	164	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	auguet2016
ERR1040911	72~	Unknown	NA	1	4	1	8	4	4~	3	72	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC72_CN1.fa 	auguet2016
ERR1040912	1232		NA	3	35	167	2	20	26	39	398	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC398_SO385.dna	auguet2016
ERR1040913	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040914	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040915	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040916	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040917	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040918	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040919	1207		NA	1	3	164	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	auguet2016
ERR1040920	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040921	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040922	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040923	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040924	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040925	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040926	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040927	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040928	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040929	1		NA	1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	auguet2016
ERR1040930	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040931	5		NA	1	4	1	4	12	1	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	auguet2016
ERR1040932	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040933	3122		NA	7	6	1	5	8	337	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040934	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040935	88		NA	22	1	14	23	12	4	31	88	NoCloseReference	auguet2016
ERR1040936	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040937	97		NA	3	1	1	1	1	5	3	97	NoCloseReference	auguet2016
ERR1040938	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040939	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040940	15		NA	13	13	1	1	12	11	13	15	NoCloseReference	auguet2016
ERR1040941	1649		NA	12	4	1	4	12	1	67	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	auguet2016
ERR1040942	1		NA	1	1	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	auguet2016
ERR1040943	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	auguet2016
ERR1040944	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040945	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040946	36		NA	2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	auguet2016
ERR1040947	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	auguet2016
ERR1040948	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040949	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040950	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040951	22~	Unknown	NA	7	U	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040952	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040953	398		NA	3	35	19	2	20	26	39	398	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC398_SO385.dna	auguet2016
ERR1040954	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040955	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040956	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040957	30		NA	2	2	2	2	6	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	auguet2016
ERR1040958	36		NA	2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	auguet2016
ERR1040959		Unknown	NA	U	U	U	U	U	U	U	1	ND	auguet2016
ERR1040960	8		NA	3	3	1	1	4	4	3	8	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC8_USA300_FPR3757.dna	auguet2016
ERR1040961	36		NA	2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	auguet2016
ERR1040962	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040963	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040964	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040965	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040966	36		NA	2	2	2	2	3	3	2	30	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC30_MRSA252.fasta	auguet2016
ERR1040967		Unknown	NA	U	U	U	U	U	U	U	ND	ND	auguet2016
ERR1040968	97		NA	3	1	1	1	1	5	3	97	NoCloseReference	auguet2016
ERR1040969	22~	Unknown	NA	7	U	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040970	45		NA	10	14	8	6	10	3	2	45	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC45_CA-347.fa	auguet2016
ERR1040971	22~	Unknown	NA	7	U	1	U	U	8	U	ND	ND	auguet2016
ERR1040972	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040973	8~	Unknown	NA	3	U	1	U	U	4	3	ND	ND	auguet2016
ERR1040974	149		NA	1	4	1	4	12	41	10	5	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC5_N315.dna	auguet2016
ERR1040975	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040976	1~	Unknown	NA	1	U	1	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	auguet2016
ERR1040977	22		NA	7	6	1	5	8	8	6	22	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC22_EMRSA15.fasta	auguet2016
ERR1040978	1207		NA	1	3	164	1	1	1	1	1	/nfs/users/nfs_f/fc4/2.mrsa_bact/mapping/reference_genomes/CC1_MW2.fasta	auguet2016
