sampleId	Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	N50	N75	L50	L75	# N's per 100 kbp
SRR5249879	SRR5249879.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	24	18	15	15	14	11	2736341	2732696	2725338	2725338	2704514	2579547	22	775136	2735568	271739	198858	3	6	0.00
SRR5249883	SRR5249883.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	74	33	28	26	22	14	2696033	2679164	2667037	2650995	2576256	2292229	41	449181	2683926	154529	82305	5	11	0.00
SRR5249885	SRR5249885.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	46	25	20	19	15	12	2732035	2723512	2713186	2705365	2620344	2517851	27	388106	2724906	304278	149153	4	8	0.00
SRR5249887	SRR5249887.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	23	18	18	16	13	2740921	2736108	2727174	2727174	2690834	2558288	26	701247	2737757	298234	107988	3	7	0.00
SRR5249888	SRR5249888.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	20	12	10	10	9	8	2746097	2742760	2737980	2737980	2717186	2678815	13	730795	2743300	474829	314533	3	4	0.00
SRR5249889	SRR5249889.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	56	18	16	15	13	10	2750042	2733905	2729260	2722902	2695123	2560056	26	517978	2739200	427521	153415	3	6	0.00
SRR5249892	SRR5249892.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	30	26	23	23	18	15	2713246	2711424	2705501	2705501	2611656	2508655	27	319683	2712152	222735	140276	6	9	0.00
SRR5249895	SRR5249895.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	23	19	15	14	13	11	2698309	2694967	2687519	2678020	2661393	2589161	23	990353	2698309	268542	141008	3	6	0.00
SRR5249896	SRR5249896.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	44	35	30	29	22	15	2742894	2738240	2727670	2720761	2584532	2295883	39	316644	2741074	135824	79909	6	12	0.00
SRR5249897	SRR5249897.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	106	19	15	15	15	12	2709925	2673359	2667545	2667545	2667545	2536174	36	723439	2684366	203228	152101	4	8	0.00
SRR5249898	SRR5249898.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	50	37	29	27	23	16	2823866	2814972	2799647	2789256	2711313	2470291	48	402579	2822957	150350	109130	6	11	0.00
SRR5249900	SRR5249900.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	22	19	17	17	15	13	2748682	2746974	2742746	2742746	2713743	2630926	22	464451	2748682	278635	123260	4	7	0.00
SRR5249901	SRR5249901.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	74	39	32	29	23	19	2886629	2869050	2850240	2828002	2725743	2591617	52	422072	2878584	151024	85198	7	13	0.00
SRR5249902	SRR5249902.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	40	23	17	17	16	12	2743419	2736051	2722103	2722103	2701726	2547403	27	688791	2739021	296846	125502	3	7	0.00
SRR5249904	SRR5249904.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	35	29	28	26	21	16	2806773	2804048	2802370	2791726	2702419	2515110	30	393993	2804886	174245	97401	5	10	0.57
SRR5249907	SRR5249907.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	52	38	32	30	25	19	2835202	2826846	2815327	2803284	2716842	2497298	47	422431	2833179	150406	84587	7	13	0.00
SRR5249908	SRR5249908.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	56	33	26	23	18	16	2811957	2801321	2785992	2762406	2676283	2606598	39	477718	2805668	175038	118597	5	10	0.00
SRR5249911	SRR5249911.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	33	29	26	25	19	16	2760588	2758026	2751959	2742175	2639707	2529766	33	319166	2760588	215456	116335	5	10	0.00
SRR5249912	SRR5249912.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	28	24	18	17	16	14	2700231	2697489	2687895	2678391	2661784	2589540	27	605588	2699859	235838	121941	4	8	0.00
SRR5249913	SRR5249913.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	21	16	14	12	10	2735619	2731560	2721133	2708121	2674984	2602712	24	998745	2733249	420152	137352	2	5	0.00
SRR5249914	SRR5249914.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	45	33	28	25	21	17	2849875	2842936	2831805	2810501	2735514	2602643	39	533620	2847606	171308	81901	5	10	0.00
SRR5249916	SRR5249916.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	11	9	9	8	7	2785000	2778086	2773283	2773283	2752484	2714219	14	913965	2780023	837510	235631	2	4	0.04
SRR5249917	SRR5249917.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	42	35	31	29	24	16	2664031	2659429	2653661	2637449	2543236	2233776	41	317610	2663554	135775	77758	6	13	0.00
SRR5249918	SRR5249918.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	23	18	17	15	13	2810524	2808717	2798249	2793120	2755741	2674163	24	640790	2809450	232605	152079	4	7	0.04
SRR5249919	SRR5249919.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	22	19	18	17	14	12	2736149	2733873	2730336	2724951	2661071	2590415	22	523911	2736149	354318	121466	3	7	0.29
SRR5249922	SRR5249922.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	39	17	13	13	12	10	2698346	2688053	2678430	2678430	2661821	2580237	23	1014668	2692273	468148	162478	2	5	0.00
SRR5249923	SRR5249923.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	30	23	19	19	18	15	2746485	2743343	2736278	2736278	2711328	2606884	25	382785	2744752	251812	140499	5	8	0.00
SRR5249926	SRR5249926.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	36	33	31	29	25	17	2895393	2894341	2886594	2873528	2793949	2515141	33	389907	2894341	172959	74739	6	12	0.62
SRR5249930	SRR5249930.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	48	37	32	31	24	16	2746284	2739157	2728775	2721898	2584232	2266046	45	284129	2745115	153704	77683	7	13	0.00
SRR5249939	SRR5249939.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	24	22	20	19	16	12	2708931	2707640	2701031	2695646	2633966	2482290	23	685677	2708496	250005	168760	4	7	0.52
SRR5249942	SRR5249942.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	48	37	30	27	24	18	2800318	2794181	2776372	2755061	2691646	2451840	42	373493	2797907	159878	78242	6	13	0.00
SRR5249944	SRR5249944.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	51	38	31	28	23	15	2820443	2813758	2802721	2779194	2688669	2428606	43	569054	2817321	170740	89990	6	11	0.00
SRR5249945	SRR5249945.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	49	37	31	28	22	15	2819455	2812843	2803095	2783482	2682822	2460150	44	569080	2817661	170739	90001	5	11	0.00
SRR5249950	SRR5249950.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	17	15	14	14	13	2723306	2718575	2713934	2705521	2705521	2665746	19	635252	2719828	413850	135625	3	6	0.00
SRR5249951	SRR5249951.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	25	21	20	16	14	2721838	2719415	2710075	2700713	2610837	2542035	28	428183	2721480	315010	97190	4	8	0.00
SRR5249953	SRR5249953.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	25	22	20	18	12	10	2724761	2723574	2720157	2709233	2598278	2527881	23	651379	2724114	304672	171863	3	6	0.37
SRR5249955	SRR5249955.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	58	40	30	28	23	17	2785466	2776011	2753225	2735719	2646391	2411360	50	307756	2782393	146869	74737	6	12	0.00
SRR5249956	SRR5249956.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	48	34	28	26	20	14	2822269	2814399	2804453	2789980	2689318	2491814	40	569073	2819149	174714	93849	5	10	0.00
SRR5249959	SRR5249959.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	24	22	20	18	14	2695349	2689762	2685063	2668152	2632547	2484276	29	436983	2693284	240398	115497	5	9	0.00
SRR5249962	SRR5249962.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	24	21	21	16	13	2720865	2719314	2712023	2712023	2605841	2502995	25	438252	2720171	314735	97140	4	7	0.00
SRR5249963	SRR5249963.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	37	36	32	30	25	18	2894673	2894327	2884701	2874047	2782390	2532421	36	422015	2894327	158575	74847	7	13	0.41
SRR5249965	SRR5249965.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	28	18	16	15	13	10	2773138	2768183	2763615	2758058	2720710	2620226	21	790287	2770294	720772	145139	2	6	0.00
SRR5249966	SRR5249966.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	37	19	17	17	15	13	2753127	2746084	2741442	2741442	2695614	2626202	21	569254	2747474	437401	139952	3	7	0.00
SRR5249968	SRR5249968.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	41	37	32	30	27	17	2724403	2722747	2712312	2698229	2646020	2245361	38	356084	2723290	124917	54584	6	14	0.40
SRR5249969	SRR5249969.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	42	32	27	27	23	19	2852300	2846566	2836386	2836386	2776620	2630053	38	344336	2850773	147002	110911	8	13	0.00
SRR5249970	SRR5249970.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	41	36	31	28	22	14	2682877	2680285	2666069	2646178	2543720	2236596	38	349798	2681822	172041	77756	5	11	0.45
SRR5249971	SRR5249971.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	45	39	28	28	24	18	2762519	2758493	2736281	2736281	2656332	2435069	43	307565	2761666	146427	92461	8	14	0.00
SRR5249972	SRR5249972.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	108	67	38	31	25	18	2958491	2933302	2870725	2822895	2719471	2446391	98	303192	2954460	150469	61668	7	14	0.00
SRR5249973	SRR5249973.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	48	34	28	25	20	14	2820856	2812969	2803027	2779465	2688895	2491435	42	569083	2818621	174714	93526	5	10	0.00
SRR5249974	SRR5249974.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	33	23	21	21	18	15	2710609	2705119	2701012	2701012	2634730	2531704	29	430410	2709012	280688	96287	4	9	0.00
SRR5249976	SRR5249976.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	32	20	16	15	14	12	2738895	2732937	2724749	2719458	2702690	2618983	24	872212	2735778	699615	108283	2	5	0.00
SRR5249977	SRR5249977.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	45	36	29	26	23	18	2798922	2793388	2775531	2754231	2691064	2500236	41	422149	2797315	159852	78242	6	12	0.00
SRR5249979	SRR5249979.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	39	25	22	21	19	17	2726041	2718844	2709555	2699741	2653912	2585426	32	482148	2723596	243208	87659	5	10	0.00
SRR5249980	SRR5249980.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	45	39	34	31	24	18	2725454	2721938	2712574	2685892	2558071	2339250	43	262004	2724590	138075	76815	7	14	0.00
SRR5249983	SRR5249983.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	77	42	32	31	27	18	2869881	2850880	2824542	2814630	2757723	2447121	58	319144	2862669	146556	105923	9	14	0.00
SRR5249985	SRR5249985.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	28	19	16	16	14	12	2748560	2744259	2738647	2738647	2693114	2624570	23	567690	2746684	383725	184289	3	6	0.00
SRR5249986	SRR5249986.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	22	20	20	17	12	2752079	2748205	2743389	2743389	2688716	2482072	25	659543	2750402	287458	125918	3	7	0.00
SRR5249987	SRR5249987.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	39	33	25	24	21	15	2761464	2757947	2738936	2730618	2684699	2455006	37	587268	2760817	149242	108000	6	11	0.00
SRR5249989	SRR5249989.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	36	26	22	21	17	15	2780372	2775868	2769149	2762239	2689846	2620260	29	455415	2777843	192171	150675	6	10	0.00
SRR5249990	SRR5249990.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	68	41	31	29	25	19	2878512	2864774	2847011	2832484	2762808	2535206	52	343012	2872179	137606	82702	7	14	0.00
SRR5249992	SRR5249992.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	26	23	22	21	19	14	2708159	2706499	2701580	2696195	2654335	2447098	25	432372	2707813	190800	108754	5	10	0.59
SRR5249993	SRR5249993.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	18	15	11	11	10	8	2714806	2713074	2703037	2703037	2686394	2604832	17	821122	2714446	794205	167382	2	4	0.00
SRR5249994	SRR5249994.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	103	63	36	29	23	17	2956966	2929799	2871526	2821291	2718567	2473662	96	303196	2954024	171055	74187	7	13	0.00
SRR5249995	SRR5249995.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	38	35	32	29	25	19	2895087	2893677	2884853	2867368	2787832	2575243	36	354031	2894293	158489	74908	7	13	0.41
SRR5250000	SRR5250000.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	51	36	26	25	23	16	2793744	2785832	2762129	2753698	2721586	2463669	43	318775	2790771	156531	117738	7	12	0.00
SRR5250001	SRR5250001.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	39	28	20	20	17	12	2752733	2746375	2724963	2724963	2676509	2493903	34	464103	2750829	246429	123165	4	8	0.00
SRR5250003	SRR5250003.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	25	20	16	16	16	13	2677331	2674195	2668324	2668324	2668324	2536895	23	480122	2676624	200956	137478	5	9	0.00
SRR5250005	SRR5250005.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	51	36	28	27	25	18	2793762	2786131	2764586	2756155	2724508	2447443	41	318860	2789915	146520	108000	8	13	0.00
SRR5250006	SRR5250006.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	40	21	18	18	15	13	2783072	2774664	2767817	2767817	2720642	2643102	25	386087	2777456	276230	186874	5	8	0.00
SRR5250007	SRR5250007.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	48	37	31	29	24	16	2705721	2699728	2688459	2673663	2580814	2248783	42	317544	2703514	128047	77717	6	13	0.04
SRR5250009	SRR5250009.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	83	32	28	27	26	18	2780435	2759004	2753124	2745197	2721690	2444797	41	249633	2764900	149172	100666	8	14	0.00
SRR5250010	SRR5250010.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	24	19	18	17	14	2716153	2714588	2705352	2695854	2674986	2560265	25	604948	2715320	265090	134505	4	8	0.00
SRR5250011	SRR5250011.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	52	38	28	27	22	15	2790487	2782917	2761469	2756198	2661150	2405187	47	371777	2788479	157492	85177	6	11	0.00
SRR5250012	SRR5250012.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	51	37	32	31	24	15	2746741	2738740	2728342	2721414	2583573	2219233	44	304218	2744077	154554	77685	7	13	0.00
SRR5250013	SRR5250013.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	21	19	19	17	15	2747633	2743557	2738858	2738858	2693056	2624509	23	437410	2745098	230452	102447	5	9	0.00
SRR5250014	SRR5250014.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	47	36	30	30	26	21	2850343	2844355	2832632	2832632	2759550	2566322	43	319097	2848905	146983	68952	8	14	0.00
SRR5250015	SRR5250015.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	24	22	19	19	15	13	2715663	2714359	2709660	2709660	2638004	2569592	24	472527	2715663	314499	118745	4	8	0.00
SRR5250016	SRR5250016.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	21	20	18	17	17	13	2754181	2753578	2747157	2741716	2741716	2615476	21	618231	2754181	232741	118507	3	7	0.29
SRR5250019	SRR5250019.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	28	26	21	21	20	16	2715796	2714311	2704541	2704541	2683677	2514806	28	302667	2715796	192495	106406	6	10	0.00
SRR5250020	SRR5250020.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	31	25	24	22	15	2738693	2736090	2720432	2713087	2681131	2435764	34	480039	2738693	150994	88453	5	11	0.04
SRR5250021	SRR5250021.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	46	28	25	25	19	16	2762551	2753717	2747530	2747530	2635310	2532450	36	365932	2758676	215409	84073	5	10	0.00
SRR5250023	SRR5250023.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	14	11	10	10	9	8	2751915	2749894	2746771	2746771	2725989	2687927	13	846464	2751607	738271	235629	2	4	0.00
SRR5250024	SRR5250024.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	43	27	22	21	17	15	2783086	2775184	2767474	2760617	2688021	2618475	34	455408	2779791	192168	150710	6	10	0.00
SRR5250025	SRR5250025.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	46	37	31	30	23	15	2744989	2738731	2728348	2721478	2584157	2266044	44	304252	2744264	154088	77683	7	13	0.00
SRR5250026	SRR5250026.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	22	18	16	14	12	2711062	2708669	2696988	2683588	2646344	2574595	25	514866	2710360	234835	166815	4	7	0.22
SRR5250027	SRR5250027.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	25	19	17	15	13	2714736	2711150	2694497	2680981	2644647	2574292	29	531161	2713967	422263	106399	3	7	0.11
SRR5250029	SRR5250029.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	26	25	25	23	18	14	2810226	2809830	2809830	2799198	2709630	2545478	25	571976	2809830	318472	96842	3	9	0.64
SRR5250031	SRR5250031.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	42	34	27	24	20	16	2849667	2844733	2831656	2810344	2736401	2603512	40	523224	2848791	171386	106277	5	10	0.00
SRR5250032	SRR5250032.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	28	25	20	18	17	14	2808971	2807309	2797628	2783056	2762310	2641279	27	640827	2808637	232605	124492	4	8	0.00
SRR5250035	SRR5250035.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	35	22	16	15	13	11	2796532	2789621	2777578	2770142	2739146	2684753	28	826395	2793551	679022	178134	2	5	0.00
SRR5250036	SRR5250036.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	49	35	31	30	26	21	2850623	2843226	2835362	2825836	2769770	2569053	43	297129	2848398	132285	78716	8	14	0.00
SRR5250038	SRR5250038.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	35	17	15	15	13	11	2755560	2747113	2742288	2742288	2702408	2630178	23	757046	2750976	254665	206819	3	6	0.00
SRR5250039	SRR5250039.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	45	36	31	30	23	15	2745523	2740141	2729769	2722893	2585244	2266902	41	304251	2743736	154438	77683	7	13	0.00
SRR5250040	SRR5250040.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	19	16	15	15	13	2772406	2769160	2761412	2755873	2755873	2689491	20	514582	2769731	326656	180348	4	7	0.00
SRR5250041	SRR5250041.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	19	15	15	14	12	2700195	2696196	2687296	2687296	2670728	2588751	22	702369	2698315	235838	174340	4	7	0.00
SRR5250042	SRR5250042.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	45	40	33	32	24	15	2712180	2708800	2696453	2689578	2549713	2209618	44	316914	2711703	137037	77682	6	13	0.00
SRR5250048	SRR5250048.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	35	29	24	24	18	15	2721003	2718465	2709054	2709054	2591470	2488607	30	438252	2719198	215241	96217	5	9	0.00
SRR5250049	SRR5250049.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	50	38	30	29	24	16	2705075	2698767	2683118	2676240	2583433	2251576	43	317529	2702407	118787	77758	6	13	0.00
SRR5250050	SRR5250050.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	55	40	27	24	20	18	2818481	2808095	2776206	2756587	2681508	2612067	51	398096	2816907	170982	98400	6	11	0.00
SRR5250051	SRR5250051.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	43	27	24	22	19	13	2696399	2688455	2682662	2665448	2613657	2392242	33	437072	2692409	240328	115470	5	9	0.00
SRR5250052	SRR5250052.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	46	34	25	24	22	16	2790739	2783814	2762652	2754294	2722688	2492755	40	318769	2788545	150661	114374	7	12	0.00
SRR5250055	SRR5250055.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	23	18	14	13	13	10	2692345	2689571	2683719	2674382	2674382	2541365	22	723619	2692042	211854	181161	3	7	0.00
SRR5250056	SRR5250056.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	44	37	32	31	24	15	2745597	2741328	2730818	2723941	2586037	2218710	41	304256	2744359	153803	77683	7	13	0.00
SRR5250058	SRR5250058.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	63	35	22	20	16	13	2845385	2830797	2803192	2790957	2710049	2601571	47	738448	2839342	250583	130057	4	7	0.00
SRR5250061	SRR5250061.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	50	40	34	31	26	16	2706193	2700669	2689336	2665207	2572346	2184374	45	301408	2704233	118645	77683	7	14	0.00
SRR5250062	SRR5250062.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	46	39	31	28	23	18	2767536	2762739	2741319	2719089	2628767	2452996	46	369288	2767536	150612	79900	7	13	0.04
SRR5250068	SRR5250068.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	18	13	12	12	11	10	2753037	2750158	2747035	2747035	2726281	2688219	15	738271	2751999	706874	198901	2	5	0.00
SRR5250073	SRR5250073.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	140	54	35	33	24	20	2894436	2850295	2813599	2802070	2631797	2475969	93	390432	2876771	121476	69203	8	15	0.03
SRR5250074	SRR5250074.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	43	31	25	23	19	16	2808400	2802207	2788125	2774520	2712275	2617522	37	548947	2806219	175046	115944	5	10	0.00
SRR5250075	SRR5250075.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	97	51	36	32	26	19	2902118	2879650	2855612	2830443	2722182	2436198	71	282610	2892664	140512	61722	7	15	0.00
SRR5250077	SRR5250077.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	30	23	21	18	13	11	2727993	2725189	2722974	2706348	2616577	2542139	24	562307	2725737	316738	171902	3	6	0.40
SRR5250078	SRR5250078.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	64	42	32	31	26	18	2863033	2851739	2829709	2824648	2729867	2461410	50	297178	2857528	146993	105923	8	14	0.00
SRR5250081	SRR5250081.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	50	37	23	21	16	14	2838166	2830797	2800854	2788623	2698092	2621362	45	661714	2836389	250564	109420	4	8	0.00
SRR5250082	SRR5250082.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	19	16	16	16	13	2718720	2714238	2709430	2709430	2709430	2577173	23	412621	2717055	307039	137080	4	8	0.00
SRR5250084	SRR5250084.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	25	21	17	16	15	12	2693624	2691537	2681208	2676093	2659471	2529778	22	598103	2692394	232763	187338	4	7	0.04
SRR5250088	SRR5250088.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	25	15	13	13	11	10	2752982	2747909	2743681	2743681	2714270	2676006	21	911906	2751487	757046	206819	2	4	0.00
SRR5250092	SRR5250092.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	37	25	18	17	11	10	2916630	2910376	2896785	2891179	2771944	2733787	31	895073	2914312	345789	284212	3	5	0.00
SRR5250093	SRR5250093.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	59	16	12	12	11	9	2732779	2712420	2702807	2702807	2686213	2604691	31	821005	2722327	669536	144065	2	5	0.00
SRR5250096	SRR5250096.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	22	19	18	15	10	2775586	2770537	2764213	2758665	2710978	2523193	26	740663	2772807	353996	134736	3	6	0.00
SRR5250098	SRR5250098.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	80	22	20	20	16	14	2689723	2666126	2661798	2661798	2584595	2516214	30	437416	2671555	299869	96896	4	8	0.00
SRR5250099	SRR5250099.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	30	24	16	15	13	11	2758486	2755320	2739243	2734177	2692325	2624414	27	440294	2757400	315418	232111	4	7	0.00
