chromosome	TU_Id_mader2016	TU_strand_mader2016	TU_start_mader2016	TU_end_mader2016	TU_length_mader2016	TU_locus_tags_mader2016	TU_gene_names_mader2016	TU_ClcortreeUA_mader2016	TU_cds_length_mader2016	locus_tags_product_gff	locus_tags_type_gff	locus_tags_start_gff	locus_tags_end_gff	locus_tags_strand_gff	locus_tags_snpEff_locus_ids	TU_promoter_Id_mader2016	TU_promoter_start_mader2016	TU_promoter_end_mader2016	TU_promoter_length_mader2016
NCTC8325	U1184	-1	2269509	2270546	1038	SAOUHSC_02445	NA	UA300	1002	conserved hypothetical protein	CDS	2269500	2270502	-1	CDS_NCTC8325_2269501_2270502	U1184_promoter_200bp	2270546	2270746	200
NCTC8325	U1185	-1	2269526	2272940	3415	SAOUHSC_02448, new_2271738_2272019_-1, SAOUHSC_02447, new_2270571_2270735_-1, SAOUHSC_02445	NA, S951, NA, S950, NA	UA301	2889	conserved hypothetical protein;-;conserved hypothetical protein;-;conserved hypothetical protein	CDS;-;CDS;-;CDS	2272019;-;2270735;-;2269500	2272904;-;2271737;-;2270502	-1;-;-1;-;-1	CDS_NCTC8325_2272020_2272904;-;CDS_NCTC8325_2270736_2271737;-;CDS_NCTC8325_2269501_2270502	U1185_promoter_200bp	2272940	2273140	200
NCTC8325	U1187	-1	2279913	2280729	817	SAOUHSC_02456	lacR	UA1	792	lactose phosphotransferase system repressor, putative	CDS	2279891	2280683	-1	CDS_NCTC8325_2279892_2280683	U1187_promoter_200bp	2280729	2280929	200
NCTC8325	U1188	1	2280845	2281554	710	SAOUHSC_02457	cobB	UA88	741	transcriptional regulator, Sir2 family, putative	CDS	2280888	2281629	1	CDS_NCTC8325_2280889_2281629	U1188_promoter_200bp	2280645	2280845	200
NCTC8325	U1189	-1	2283143	2284010	868	SAOUHSC_02460	NA	UA120	849	conserved hypothetical protein	CDS	2283134	2283983	-1	CDS_NCTC8325_2283135_2283983	U1189_promoter_200bp	2284010	2284210	200
NCTC8325	U1190	-1	2283143	2284555	1413	new_2284470_2284554_-1, SAOUHSC_02461, SAOUHSC_02460	S955, NA, NA	UA99	1266	-;transcriptional regulator, merR family, putative;conserved hypothetical protein	-;CDS;CDS	-;2284052;2283134	-;2284469;2283983	-;-1;-1	-;CDS_NCTC8325_2284053_2284469;CDS_NCTC8325_2283135_2283983	U1190_promoter_200bp	2284555	2284755	200
NCTC8325	U1192	1	2286688	2287283	596	-	-	UA12	0	-	-	-	-	-	-	U1192_promoter_200bp	2286488	2286688	200
NCTC8325	U1193	-1	2287376	2289348	1973	SAOUHSC_02465, new_2288215_2288424_-1, SAOUHSC_02464	NA, S956, NA	UA205	1671	conserved hypothetical protein;-;conserved hypothetical protein	CDS;-;CDS	2288424;-;2287359	2289240;-;2288214	-1;-;-1	CDS_NCTC8325_2288425_2289240;-;CDS_NCTC8325_2287360_2288214	U1193_promoter_200bp	2289348	2289548	200
NCTC8325	U1194	1	2289479	2290139	661	SAOUHSC_02466, new_2289960_2290178_1	NA, S957	UA12	426	truncated MHC class II analog protein;-	CDS;-	2289533;-	2289959;-	1;-	CDS_NCTC8325_2289534_2289959;-	U1194_promoter_200bp	2289279	2289479	200
NCTC8325	U1196	-1	2290215	2292897	2683	new_2292729_2292897_-1, SAOUHSC_02468, SAOUHSC_02467, new_2290190_2290322_-1	S959, budB, budA1, S958	UA303	2370	-;acetolactate synthase, putative;alpha-acetolactate decarboxylase;-	-;CDS;CDS;-	-;2291063;2290322;-	-;2292728;2291027;-	-;-1;-1;-	-;CDS_NCTC8325_2291064_2292728;CDS_NCTC8325_2290323_2291027;-	U1196_promoter_200bp	2292897	2293097	200
NCTC8325	U1197	-1	2293309	2297610	4302	SAOUHSC_02474, SAOUHSC_02473, SAOUHSC_02472, new_2295325_2295452_-1, SAOUHSC_02471, new_2293365_2293917_-1, SAOUHSC_02470	NA, NA, NA, S961, NA, S960, NA	UA9	3472	conserved hypothetical protein;hypothetical protein;conserved hypothetical protein;-;conserved hypothetical protein;-;conserved hypothetical protein	CDS;CDS;CDS;-;CDS;-;CDS	2296638;2296589;2295452;-;2293917;-;2293181	2297334;2296682;2296589;-;2295324;-;2293364	-1;-1;-1;-;-1;-;-1	CDS_NCTC8325_2296639_2297334;CDS_NCTC8325_2296590_2296682;CDS_NCTC8325_2295453_2296589;-;CDS_NCTC8325_2293918_2295324;-;CDS_NCTC8325_2293182_2293364	U1197_promoter_200bp	2297610	2297810	200
NCTC8325	U1198	-1	2299089	2299123	35	-	-	UA169	0	-	-	-	-	-	-	U1198_promoter_200bp	2299123	2299323	200
NCTC8325	U1199	-1	2299378	2300370	993	new_2300177_2300370_-1, SAOUHSC_02478, SAOUHSC_02477	S962, rplM, rpsI	UA3	837	-;ribosomal protein L13;ribosomal protein S9, putative	-;CDS;CDS	-;2299738;2299326	-;2300176;2299725	-;-1;-1	-;CDS_NCTC8325_2299739_2300176;CDS_NCTC8325_2299327_2299725	U1199_promoter_200bp	2300370	2300570	200
NCTC8325	U1200	-1	2300381	2303729	3349	SAOUHSC_02483, SAOUHSC_02482, SAOUHSC_02481, SAOUHSC_02480	cbiO, cbiO, ecfT, truA	UA3	3267	ABC transporter, ATP-binding protein, putative;ABC transporter, ATP-binding protein, putative;cobalt transport protein, putative;tRNA pseudouridine synthase A	CDS;CDS;CDS;CDS	2302876;2302019;2301223;2300415	2303686;2302880;2302030;2301219	-1;-1;-1;-1	CDS_NCTC8325_2302877_2303686;CDS_NCTC8325_2302020_2302880;CDS_NCTC8325_2301224_2302030;CDS_NCTC8325_2300416_2301219	U1200_promoter_200bp	2303729	2303929	200
NCTC8325	U1201	-1	2304070	2318365	14296	new_2317804_2318365_-1, SAOUHSC_02512, SAOUHSC_02511, SAOUHSC_02510, SAOUHSC_02509, new_2315284_2315349_-1, SAOUHSC_02508, SAOUHSC_02507, SAOUHSC_02506, SAOUHSC_02505, SAOUHSC_02504, SAOUHSC_02503, SAOUHSC_02502, SAOUHSC_02501, SAOUHSC_02500, SAOUHSC_02499, SAOUHSC_02498, SAOUHSC_02496, SAOUHSC_02495, SAOUHSC_02494, SAOUHSC_02493, SAOUHSC_02492, SAOUHSC_02491, SAOUHSC_02490, new_2306793_2306984_-1, SAOUHSC_02489, SAOUHSC_02488, SAOUHSC_02487, SAOUHSC_02486, SAOUHSC_02485, SAOUHSC_02484, new_2304089_2304223_-1	S967, rplC, rplD, rplW, rplB, S966, rpsS, rplV, rpsC, rplP, rpmC, rpsQ, rplN, rplX, rplE, rpsN, rpsH, rplF, rplR, rpsE, rpmD, rplO, secY, adk, S965, infA, rpmJ, rpsM, rpsK, rpoA, rplQ, S964	UA3	12740	-;ribosomal protein L3, putative;conserved hypothetical protein;ribosomal protein L23, putative;ribosomal protein L2;-;ribosomal protein S19;ribosomal protein L22;ribosomal protein S3;ribosomal protein L16;ribosomal protein L29;30S ribosomal protein S17, putative;ribosomal protein L14;ribosomal protein L24;50S ribosomal protein L5, putative;ribosomal protein S14p/S29e, putative;ribosomal protein S8, putative;ribosomal protein L6, putative;ribosomal protein L18;ribosomal protein S5;ribosomal protein L30;ribosomal protein L15;preprotein translocase, SecY subunit, putative;adenylate kinase, putative;-;translation initiation factor IF-1;ribosomal protein L36;conserved hypothetical protein;ribosomal protein S11, putative;DNA-directed RNA polymerase alpha chain, putative;ribosomal protein L17;-	-;CDS;CDS;CDS;CDS;-;CDS;CDS;CDS;CDS;CDS;CDS;CDS;CDS;CDS;CDS;CDS;CDS;CDS;CDS;CDS;CDS;CDS;CDS;-;CDS;CDS;CDS;CDS;CDS;CDS;-	-;2317140;2316490;2316215;2315349;-;2315004;2314622;2313945;2313508;2313309;2313022;2312622;2312269;2311703;2311495;2311065;2310504;2310114;2309593;2309397;2308940;2307648;2306984;-;2306573;2306428;2306040;2305627;2304608;2304223;-	-;2317803;2317114;2316491;2316183;-;2315283;2314976;2314599;2313943;2313519;2313286;2312991;2312587;2312243;2311666;2311464;2311041;2310474;2310094;2309577;2309381;2308941;2307632;-;2306792;2306542;2306406;2306017;2305553;2304592;-	-;-1;-1;-1;-1;-;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-;-1;-1;-1;-1;-1;-1;-	-;CDS_NCTC8325_2317141_2317803;CDS_NCTC8325_2316491_2317114;CDS_NCTC8325_2316216_2316491;CDS_NCTC8325_2315350_2316183;-;CDS_NCTC8325_2315005_2315283;CDS_NCTC8325_2314623_2314976;CDS_NCTC8325_2313946_2314599;CDS_NCTC8325_2313509_2313943;CDS_NCTC8325_2313310_2313519;CDS_NCTC8325_2313023_2313286;CDS_NCTC8325_2312623_2312991;CDS_NCTC8325_2312270_2312587;CDS_NCTC8325_2311704_2312243;CDS_NCTC8325_2311496_2311666;CDS_NCTC8325_2311066_2311464;CDS_NCTC8325_2310505_2311041;CDS_NCTC8325_2310115_2310474;CDS_NCTC8325_2309594_2310094;CDS_NCTC8325_2309398_2309577;CDS_NCTC8325_2308941_2309381;CDS_NCTC8325_2307649_2308941;CDS_NCTC8325_2306985_2307632;-;CDS_NCTC8325_2306574_2306792;CDS_NCTC8325_2306429_2306542;CDS_NCTC8325_2306041_2306406;CDS_NCTC8325_2305628_2306017;CDS_NCTC8325_2304609_2305553;CDS_NCTC8325_2304224_2304592;-	U1201_promoter_200bp	2318365	2318565	200
NCTC8325	U1202	1	2318450	2319022	573	SAOUHSC_02515, new_2318886_2319057_1	NA, S968	UA302	390	conserved hypothetical protein;-	CDS;-	2318495;-	2318885;-	1;-	CDS_NCTC8325_2318496_2318885;-	U1202_promoter_200bp	2318250	2318450	200
NCTC8325	U1203	-1	2319081	2320449	1369	new_2320256_2320449_-1, SAOUHSC_02516	S969, NA	UA3	1179	-;conserved hypothetical protein	-;CDS	-;2319076	-;2320255	-;-1	-;CDS_NCTC8325_2319077_2320255	U1203_promoter_200bp	2320449	2320649	200
NCTC8325	U1204	-1	2319098	2322768	3671	SAOUHSC_02518, SAOUHSC_02517, new_2320256_2320449_-1, SAOUHSC_02516	NA, topB, S969, NA	UA3	3411	conserved hypothetical protein;DNA topoisomerase III, putative;-;conserved hypothetical protein	CDS;CDS;-;CDS	2322684;2320523;-;2319076	2322780;2322659;-;2320255	-1;-1;-;-1	CDS_NCTC8325_2322685_2322780;CDS_NCTC8325_2320524_2322659;-;CDS_NCTC8325_2319077_2320255	U1204_promoter_200bp	2322768	2322968	200
NCTC8325	U1205	1	2322795	2323731	937	SAOUHSC_02519	NA	UA1	888	conserved hypothetical protein	CDS	2322845	2323733	1	CDS_NCTC8325_2322846_2323733	U1205_promoter_200bp	2322595	2322795	200
NCTC8325	U1206	1	2323856	2325091	1236	SAOUHSC_02520, new_2324778_2324964_1, new_2324966_2325124_1	glcU, S970, S971	UA3	864	sugar transporter, putative;-;-	CDS;-;-	2323913;-;-	2324777;-;-	1;-;-	CDS_NCTC8325_2323914_2324777;-;-	U1206_promoter_200bp	2323656	2323856	200
NCTC8325	U1208	-1	2325201	2326153	953	new_2326087_2326153_-1, SAOUHSC_02522	S972, NA	UA75	891	-;conserved hypothetical protein	-;CDS	-;2325195	-;2326086	-;-1	-;CDS_NCTC8325_2325196_2326086	U1208_promoter_200bp	2326153	2326353	200
NCTC8325	U1209	1	2326188	2327080	893	SAOUHSC_02523, new_2326402_2326645_1, SAOUHSC_02524, new_2326964_2327124_1	NA, S973, NA, S974	UA3	483	conserved hypothetical protein;-;conserved hypothetical protein;-	CDS;-;CDS;-	2326236;-;2326645;-	2326401;-;2326963;-	1;-;1;-	CDS_NCTC8325_2326237_2326401;-;CDS_NCTC8325_2326646_2326963;-	U1209_promoter_200bp	2325988	2326188	200
NCTC8325	U1211	-1	2327156	2330386	3231	new_2330318_2330386_-1, SAOUHSC_02525	S975, NA	UA3	3168	-;conserved hypothetical protein	-;CDS	-;2327149	-;2330317	-;-1	-;CDS_NCTC8325_2327150_2330317	U1211_promoter_200bp	2330386	2330586	200
NCTC8325	U1212	1	2332050	2332809	760	SAOUHSC_02528, new_2332340_2332849_1	NA, S977	UA75	252	conserved hypothetical protein;-	CDS;-	2332087;-	2332339;-	1;-	CDS_NCTC8325_2332088_2332339;-	U1212_promoter_200bp	2331850	2332050	200
NCTC8325	U1213	-1	2327173	2333125	5953	SAOUHSC_02529, new_2331700_2332330_-1, SAOUHSC_02527, new_2330318_2330386_-1, SAOUHSC_02525	NA, S976, fmhB, S975, NA	UA3	5199	conserved hypothetical protein;-;FmhB protein, putative;-;conserved hypothetical protein	CDS;-;CDS;-;CDS	2332330;-;2330433;-;2327149	2333095;-;2331699;-;2330317	-1;-;-1;-;-1	CDS_NCTC8325_2332331_2333095;-;CDS_NCTC8325_2330434_2331699;-;CDS_NCTC8325_2327150_2330317	U1213_promoter_200bp	2333125	2333325	200
NCTC8325	U1215	1	2340169	2340629	461	SAOUHSC_02543	moaC	UA75	495	molybdenum cofactor biosynthesis protein C	CDS	2340196	2340691	1	CDS_NCTC8325_2340197_2340691	U1215_promoter_200bp	2339969	2340169	200
NCTC8325	U1216	-1	2335231	2344514	9284	SAOUHSC_02549, SAOUHSC_02547, SAOUHSC_02546, new_2342235_2342403_-1, SAOUHSC_02545, SAOUHSC_02544, new_2340135_2340692_-1, SAOUHSC_02542, SAOUHSC_02541, SAOUHSC_02540, SAOUHSC_02538, SAOUHSC_02537, SAOUHSC_02536, new_2335943_2336045_-1, SAOUHSC_02535, new_2335356_2335707_-1, SAOUHSC_02532	modA, modB, modC, S981, moeB, moaB, S980, moeA, mobB, moaE, moaD, mobA, moaA, S979, NA, S978, sarV	UA140	8090	molybdenum ABC transporter, periplasmic molybdate-binding protein;molybdenum ABC transporter, permease protein, putative;molybdenum transport ATP-binding protein ModC, putative;-;conserved hypothetical protein;molybdopterin precursor biosynthesis moaB, putative;-;molybdopterin biosynthesis protein moeA, putative;molybdopterin-guanine dinucleotide biosynthesis protein MobB;molybdopterin converting factor moa, putative;molybdopterin converting factor, subunit 1;molybdopterin-guanine dinucleotide biosynthesis mobA, putative;molybdopterin cofactor biosynthesis protein A, putative;-;conserved hypothetical protein;-;conserved hypothetical protein	CDS;CDS;CDS;-;CDS;CDS;-;CDS;CDS;CDS;CDS;CDS;CDS;-;CDS;-;CDS	2343694;2343009;2342403;-;2341229;2340692;-;2338874;2338392;2337932;2337693;2337087;2336045;-;2335822;-;2335004	2344477;2343681;2343009;-;2342234;2341199;-;2340134;2338878;2338379;2337927;2337687;2337068;-;2335942;-;2335355	-1;-1;-1;-;-1;-1;-;-1;-1;-1;-1;-1;-1;-;-1;-;-1	CDS_NCTC8325_2343695_2344477;CDS_NCTC8325_2343010_2343681;CDS_NCTC8325_2342404_2343009;-;CDS_NCTC8325_2341230_2342234;CDS_NCTC8325_2340693_2341199;-;CDS_NCTC8325_2338875_2340134;CDS_NCTC8325_2338393_2338878;CDS_NCTC8325_2337933_2338379;CDS_NCTC8325_2337694_2337927;CDS_NCTC8325_2337088_2337687;CDS_NCTC8325_2336046_2337068;-;CDS_NCTC8325_2335823_2335942;-;CDS_NCTC8325_2335005_2335355	U1216_promoter_200bp	2344514	2344714	200
NCTC8325	U1217	-1	2343051	2344638	1588	new_2344516_2344632_-1, SAOUHSC_02549, SAOUHSC_02547	S982, modA, modB	UA12	1455	-;molybdenum ABC transporter, periplasmic molybdate-binding protein;molybdenum ABC transporter, permease protein, putative	-;CDS;CDS	-;2343694;2343009	-;2344477;2343681	-;-1;-1	-;CDS_NCTC8325_2343695_2344477;CDS_NCTC8325_2343010_2343681	U1217_promoter_200bp	2344638	2344838	200
NCTC8325	U1218	1	2344726	2345338	613	SAOUHSC_02550	fdhD	UA3	798	formate dehydrogenase family accessory protein FdhD	CDS	2344766	2345564	1	CDS_NCTC8325_2344767_2345564	U1218_promoter_200bp	2344526	2344726	200
NCTC8325	U1219	-1	2345720	2347165	1446	SAOUHSC_02552, SAOUHSC_02551	bioY, NA	UA118	1326	conserved hypothetical protein;conserved hypothetical protein	CDS;CDS	2346577;2345735	2347132;2346506	-1;-1	CDS_NCTC8325_2346578_2347132;CDS_NCTC8325_2345736_2346506	U1219_promoter_200bp	2347165	2347365	200
NCTC8325	U1220	-1	2348576	2349546	971	SAOUHSC_02554	fhuD2	UA3	909	conserved hypothetical protein	CDS	2348592	2349501	-1	CDS_NCTC8325_2348593_2349501	U1220_promoter_200bp	2349546	2349746	200
NCTC8325	U1221	-1	2349647	2350932	1286	SAOUHSC_02556, new_2349892_2350013_-1, SAOUHSC_02555	NA, S983, NA	UA304	1044	conserved hypothetical protein;-;conserved hypothetical protein	CDS;-;CDS	2350013;-;2349714	2350880;-;2349891	-1;-;-1	CDS_NCTC8325_2350014_2350880;-;CDS_NCTC8325_2349715_2349891	U1221_promoter_200bp	2350932	2351132	200
NCTC8325	U1222	-1	2349749	2351017	1269	new_2350934_2351017_-1, SAOUHSC_02556, new_2349892_2350013_-1, SAOUHSC_02555	S984, NA, S983, NA	UA12	1044	-;conserved hypothetical protein;-;conserved hypothetical protein	-;CDS;-;CDS	-;2350013;-;2349714	-;2350880;-;2349891	-;-1;-;-1	-;CDS_NCTC8325_2350014_2350880;-;CDS_NCTC8325_2349715_2349891	U1222_promoter_200bp	2351017	2351217	200
NCTC8325	U1224	-1	2357399	2357944	546	new_2357847_2357944_-1, SAOUHSC_02566, new_2357362_2357498_-1	S986, sarR, S985	UA75	348	-;conserved hypothetical protein;-	-;CDS;-	-;2357498;-	-;2357846;-	-;-1;-	-;CDS_NCTC8325_2357499_2357846;-	U1224_promoter_200bp	2357944	2358144	200
NCTC8325	U1225	1	2358241	2358394	154	-	-	UA90	0	-	-	-	-	-	-	U1225_promoter_200bp	2358041	2358241	200
NCTC8325	U1226	-1	2357943	2358711	769	SAOUHSC_02568, new_2357946_2358222_-1	NA, S987	UA306	327	conserved hypothetical protein;-	CDS;-	2358273;-	2358600;-	-1;-	CDS_NCTC8325_2358274_2358600;-	U1226_promoter_200bp	2358711	2358911	200
NCTC8325	U1227	1	2359853	2360077	225	-	-	UA258	0	-	-	-	-	-	-	U1227_promoter_200bp	2359653	2359853	200
NCTC8325	U1228	1	2361884	2362814	931	new_2361884_2361997_1, SAOUHSC_02571	S988, ssaA	UA3	804	-;secretory antigen precursor, putative	-;CDS	-;2361997	-;2362801	-;1	-;CDS_NCTC8325_2361998_2362801	U1228_promoter_200bp	2361684	2361884	200
NCTC8325	U1230	-1	2358725	2363221	4497	new_2363061_2363221_-1, SAOUHSC_02572, new_2361923_2362817_-1, SAOUHSC_02570, SAOUHSC_02569	S990, NA, S989, NA, sarY	UA76	2943	-;conserved hypothetical protein;-;conserved hypothetical protein;conserved hypothetical protein	-;CDS;-;CDS;CDS	-;2362817;-;2359432;2358663	-;2363060;-;2361388;2359407	-;-1;-;-1;-1	-;CDS_NCTC8325_2362818_2363060;-;CDS_NCTC8325_2359433_2361388;CDS_NCTC8325_2358664_2359407	U1230_promoter_200bp	2363221	2363421	200
NCTC8325	U1231	-1	2362941	2365917	2977	new_2365812_2365916_-1, SAOUHSC_02574, new_2364635_2364728_-1, SAOUHSC_02573, new_2363061_2363221_-1, SAOUHSC_02572	S992, NA, S991, nhaC, S990, NA	UA3	2727	-;conserved hypothetical protein;-;Na+/H+ antiporter NhaC;-;conserved hypothetical protein	-;CDS;-;CDS;-;CDS	-;2364728;-;2363233;-;2362817	-;2365811;-;2364634;-;2363060	-;-1;-;-1;-;-1	-;CDS_NCTC8325_2364729_2365811;-;CDS_NCTC8325_2363234_2364634;-;CDS_NCTC8325_2362818_2363060	U1231_promoter_200bp	2365917	2366117	200
NCTC8325	U1232	1	2366019	2366435	417	SAOUHSC_02575	NA	UA75	423	conserved hypothetical protein	CDS	2366058	2366481	1	CDS_NCTC8325_2366059_2366481	U1232_promoter_200bp	2365819	2366019	200
NCTC8325	U1233	1	2366618	2367251	634	new_2366622_2366717_1, SAOUHSC_02576	S993, NA	UA75	501	-;secretory antigen precursor SsaA, putative	-;CDS	-;2366717	-;2367218	-;1	-;CDS_NCTC8325_2366718_2367218	U1233_promoter_200bp	2366418	2366618	200
NCTC8325	U1235	1	2367544	2368560	1017	SAOUHSC_02577	NA	UA308	954	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain protein	CDS	2367579	2368533	1	CDS_NCTC8325_2367580_2368533	U1235_promoter_200bp	2367344	2367544	200
NCTC8325	U1236	-1	2368636	2369786	1151	SAOUHSC_02579	NA	UA3	1125	conserved hypothetical protein	CDS	2368624	2369749	-1	CDS_NCTC8325_2368625_2369749	U1236_promoter_200bp	2369786	2369986	200
NCTC8325	U1237	-1	2369809	2371153	1345	SAOUHSC_A02450, new_2370699_2370857_-1, SAOUHSC_02580	NA, S994, NA	UA3	873	conserved hypothetical protein;-;N-acetylmuramoyl-L-alanine amidase, putative	CDS;-;CDS	2370857;-;2370059	2371091;-;2370698	-1;-;-1	CDS_NCTC8325_2370858_2371091;-;CDS_NCTC8325_2370060_2370698	U1237_promoter_200bp	2371153	2371353	200
NCTC8325	U1238	-1	2371322	2374858	3537	new_2374747_2374858_-1, SAOUHSC_02582, SAOUHSC_02581	S995, fdhA, NA	UA12	3428	-;formate dehydrogenase, alpha subunit, putative;conserved hypothetical protein	-;CDS;CDS	-;2371791;2371318	-;2374746;2371792	-;-1;-1	-;CDS_NCTC8325_2371792_2374746;CDS_NCTC8325_2371319_2371792	U1238_promoter_200bp	2374858	2375058	200
NCTC8325	U1239	-1	2371322	2375097	3776	new_2374860_2375096_-1, new_2374747_2374858_-1, SAOUHSC_02582, SAOUHSC_02581	S996, S995, fdhA, NA	UA12	3428	-;-;formate dehydrogenase, alpha subunit, putative;conserved hypothetical protein	-;-;CDS;CDS	-;-;2371791;2371318	-;-;2374746;2371792	-;-;-1;-1	-;-;CDS_NCTC8325_2371792_2374746;CDS_NCTC8325_2371319_2371792	U1239_promoter_200bp	2375097	2375297	200
NCTC8325	U1240	-1	2375283	2377273	1991	SAOUHSC_02584, new_2376272_2376427_-1, SAOUHSC_02583, new_2375241_2375347_-1	NA, S998, NA, S997	UA12	1722	conserved hypothetical protein;-;transcriptional regulator, putative;-	CDS;-;CDS;-	2376427;-;2375347;-	2377225;-;2376271;-	-1;-;-1;-	CDS_NCTC8325_2376428_2377225;-;CDS_NCTC8325_2375348_2376271;-	U1240_promoter_200bp	2377273	2377473	200
NCTC8325	U1241	1	2377349	2377417	69	-	-	UA90	0	-	-	-	-	-	-	U1241_promoter_200bp	2377149	2377349	200
NCTC8325	U1242	-1	2375300	2377477	2178	new_2377331_2377476_-1, SAOUHSC_02584, new_2376272_2376427_-1, SAOUHSC_02583	S999, NA, S998, NA	UA36	1722	-;conserved hypothetical protein;-;transcriptional regulator, putative	-;CDS;-;CDS	-;2376427;-;2375347	-;2377225;-;2376271	-;-1;-;-1	-;CDS_NCTC8325_2376428_2377225;-;CDS_NCTC8325_2375348_2376271	U1242_promoter_200bp	2377477	2377677	200
NCTC8325	U1243	1	2377567	2378301	735	SAOUHSC_02585	NA	UA179	693	conserved hypothetical protein	CDS	2377609	2378302	1	CDS_NCTC8325_2377610_2378302	U1243_promoter_200bp	2377367	2377567	200
NCTC8325	U1244	-1	2378938	2379739	802	SAOUHSC_02587	NA	UA3	738	conserved hypothetical protein	CDS	2378948	2379686	-1	CDS_NCTC8325_2378949_2379686	U1244_promoter_200bp	2379739	2379939	200
NCTC8325	U1245	1	2380174	2381497	1324	new_2380174_2380508_1, SAOUHSC_02589, new_2381382_2381537_1	S1001, NA, S1002	UA1	873	-;conserved hypothetical protein;-	-;CDS;-	-;2380508;-	-;2381381;-	-;1;-	-;CDS_NCTC8325_2380509_2381381;-	U1245_promoter_200bp	2379974	2380174	200
NCTC8325	U1246	-1	2381641	2383188	1548	SAOUHSC_02590, new_2381560_2381767_-1	NA, S1003	UA3	1380	conserved hypothetical protein;-	CDS;-	2381767;-	2383147;-	-1;-	CDS_NCTC8325_2381768_2383147;-	U1246_promoter_200bp	2383188	2383388	200
NCTC8325	U1247	1	2383390	2383962	573	SAOUHSC_02591, SAOUHSC_02592	NA, NA	UA3	539	conserved hypothetical protein;conserved hypothetical protein	CDS;CDS	2383426;2383779	2383783;2383965	1;1	CDS_NCTC8325_2383427_2383783;CDS_NCTC8325_2383780_2383965	U1247_promoter_200bp	2383190	2383390	200
NCTC8325	U1248	-1	2384072	2385928	1857	SAOUHSC_02595, SAOUHSC_02594, SAOUHSC_02593	NA, NA, NA	UA6	1746	conserved hypothetical protein;conserved hypothetical protein;conserved hypothetical protein	CDS;CDS;CDS	2384972;2384262;2384060	2385890;2384898;2384252	-1;-1;-1	CDS_NCTC8325_2384973_2385890;CDS_NCTC8325_2384263_2384898;CDS_NCTC8325_2384061_2384252	U1248_promoter_200bp	2385928	2386128	200
NCTC8325	U1251	1	2388503	2389317	815	new_2388501_2388686_1, SAOUHSC_02599	S1005, NA	UA3	765	-;Hex regulon repressor, putative	-;CDS	-;2388686	-;2389451	-;1	-;CDS_NCTC8325_2388687_2389451	U1251_promoter_200bp	2388303	2388503	200
NCTC8325	U1252	-1	2389512	2390048	537	SAOUHSC_02600	NA	UA309	507	conserved hypothetical protein	CDS	2389508	2390015	-1	CDS_NCTC8325_2389509_2390015	U1252_promoter_200bp	2390048	2390248	200
NCTC8325	U1253	-1	2389529	2391671	2143	new_2391526_2391671_-1, new_2391394_2391524_-1, SAOUHSC_02601, new_2390050_2390181_-1, SAOUHSC_02600	S1008, S1007, NA, S1006, NA	UA75	1719	-;-;Na+/H+ antiporter, putative;-;conserved hypothetical protein	-;-;CDS;-;CDS	-;-;2390181;-;2389508	-;-;2391393;-;2390015	-;-;-1;-;-1	-;-;CDS_NCTC8325_2390182_2391393;-;CDS_NCTC8325_2389509_2390015	U1253_promoter_200bp	2391671	2391871	200
NCTC8325	U1254	-1	2391688	2392402	715	SAOUHSC_02603	NA	UA135	570	conserved hypothetical protein	CDS	2391719	2392289	-1	CDS_NCTC8325_2391720_2392289	U1254_promoter_200bp	2392402	2392602	200
NCTC8325	U1255	-1	2392419	2393696	1278	SAOUHSC_02604	NA	UA76	882	conserved hypothetical protein	CDS	2392775	2393657	-1	CDS_NCTC8325_2392776_2393657	U1255_promoter_200bp	2393696	2393896	200
NCTC8325	U1256	-1	2393881	2395034	1154	SAOUHSC_02605	NA	UA6	1122	conserved hypothetical protein	CDS	2393767	2394889	-1	CDS_NCTC8325_2393768_2394889	U1256_promoter_200bp	2395034	2395234	200
NCTC8325	U1257	-1	2395190	2398147	2958	new_2398066_2398148_-1, SAOUHSC_02607, SAOUHSC_02606	S1010, hutU, hutI	UA36	2900	-;urocanate hydratase;imidazolonepropionase	-;CDS;CDS	-;2396403;2395165	-;2398065;2396404	-;-1;-1	-;CDS_NCTC8325_2396404_2398065;CDS_NCTC8325_2395166_2396404	U1257_promoter_200bp	2398147	2398347	200
NCTC8325	U1258	1	2398151	2399024	874	SAOUHSC_02608	hutR	UA310	885	conserved hypothetical protein	CDS	2398224	2399109	1	CDS_NCTC8325_2398225_2399109	U1258_promoter_200bp	2397951	2398151	200
NCTC8325	U1259	-1	2400137	2401274	1138	new_2401142_2401276_-1, SAOUHSC_02610, new_2400095_2400205_-1	S1012, hutG, S1011	UA12	936	-;formiminoglutamase;-	-;CDS;-	-;2400205;-	-;2401141;-	-;-1;-	-;CDS_NCTC8325_2400206_2401141;-	U1259_promoter_200bp	2401274	2401474	200
NCTC8325	U1260	1	2401375	2402679	1305	SAOUHSC_02611	lyrA	UA3	1260	conserved hypothetical protein	CDS	2401430	2402690	1	CDS_NCTC8325_2401431_2402690	U1260_promoter_200bp	2401175	2401375	200
